0.014901,5.7724e-05,7.2794e-05,6.7254e-05,0.031792,0.0007315,8.4772e-05,8.5656e-05,7.5702e-05,9.0276e-05,0.00015603,0.031474,6.3228e-05,0.030006,0.00077942,0.029616,0.03159,9.7584e-05,0.031431,0.031824,0.031477,0.00013841,0.031481,5.4815e-05,0.031427,0.030257,0.00063283,0.00066647,0.031725,6.855e-05,0.00061883,0.00059426,0.031182,0.00042516,5.7157e-05,0.00063633,0.00012818,5.7157e-05,0.00068876,0.00065439,9.5877e-05,0.024419,0.00068733,9.3257e-05,0.031741,0.0006065,0.00071118,0.00066767,0.00014684,0.00064184,0.00014712,0.015075,0.013588,0.00024661,6.3595e-05,8.3897e-05,8.6141e-05,7.6908e-05,0.01438,7.2406e-05,0.016003,0.00010301,0.014644,0.014806,4.0309e-05,6.9481e-05,4.6443e-05,6.794e-05,0.00024274,8.1448e-05,0.00034619,0.00010924,0.013393,0.00016038,4.4559e-05,5.916e-05,0.013305,9.7414e-05,0.014932,6.0111e-05,0.00010833,0.00014693,0.016263,7.0969e-05,0.016235,0.015921,8.3157e-05,0.00048385,6.1747e-05,8.8354e-05,8.6369e-05,4.3011e-05,9.0477e-05,0.00013156,0.015994,3.9436e-05,0.016321,0.015322,0.000202,4.1277e-05,0.013948,0.013344,0.00024789,0.013058,0.013391,0.01441,0.00029187,0.00029259,0.00019382,0.00086929,0.013155,0.00048253,0.013411,0.00043283,0.00020335,0.013468,0.01308,0.00065789,0.014804,0.00026342,0.00073814,0.00036335,0.00043976,0.013083,0.00025247,0.00027605,7.3881e-05,6.6546e-05,0.013249,0.00021318,0.014125,0.0006586,0.00015709,6.526e-05,0.01333,0.00042997,0.00073289,0.013038,0.00030759,0.00067505,0.013676,0.013658,0.013113,0.0007295,0.013977,0.00063558,0.00012975,0.00011221,0.013681,7.198e-05
5.7724e-05,0.012772,0.029992,0.030156,5.5099e-05,0.00022908,0.029141,0.029027,0.03061,0.030523,0.027177,6.7082e-05,0.030527,0.00013756,0.00026526,0.00012047,5.9729e-05,0.028539,5.6795e-05,5.3962e-05,5.7596e-05,0.02735,6.7143e-05,0.028705,6.8254e-05,8.4745e-05,0.00015439,0.00017991,6.3571e-05,0.029923,0.00014375,0.000125,7.2034e-05,0.023117,0.029997,0.00015705,0.028308,0.029997,0.00019678,0.00017076,0.028561,0.000323,0.0001957,0.028184,5.2882e-05,0.00013435,0.00021374,0.00018082,0.027329,0.00016123,0,0,0,0.019051,0,0.017487,0,0.02434,0,0,0.00027551,0.016739,2.3023e-05,0,0,0,0,0.019388,0,0,0.015436,0.017393,0,0.016611,0,0,0,0,0,0,0.020552,0,0,0,0,0,0,0.015721,0.018083,0,0.018743,0,0.018675,0.023767,0,0,0,0,0,0,0,0,0,0,0,5.0665e-06,0.017736,0,0,0.016554,0,0.014944,0,0.014752,0,0,0,0.00017341,4.2937e-05,0,0.015996,0.014978,3.0406e-05,0,0,0,0,0,0,0,0,0.00017395,0,0,0,2.6513e-05,0.015974,0,0.015237,0.015731,0,0,0,0.01596,0,0.015566,0,0,0,0
7.2794e-05,0.029992,0.013339,0.030326,6.909e-05,0.00027276,0.030249,0.029817,0.030391,0.030437,0.028773,8.6063e-05,0.030226,0.00015998,0.00032069,0.00014289,7.5629e-05,0.02962,7.1483e-05,6.7487e-05,7.2614e-05,0.029163,8.6149e-05,0.029147,8.7728e-05,0.00010716,0.00017681,0.00020774,8.1073e-05,0.030312,0.00016617,0.00014742,9.311e-05,0.026461,0.029911,0.00017947,0.029166,0.029911,0.00023003,0.00019566,0.029692,0.00037933,0.0002286,0.029434,6.5966e-05,0.00015677,0.00025245,0.00020894,0.028983,0.00018365,0,0,0,0.016454,0,0.016855,0,0.021544,0,0,0.00033184,0.016906,2.8217e-05,0,0,0,0,0.017295,0,0,0.016246,0.016802,0,0.016453,0,0,0,0,0,0,0.017527,0,0,0,0,0,0,0.015233,0.017668,0,0.016903,0,0.016899,0.020951,0,0,0,0,0,0,0,0,0,0,0,5.7088e-06,0.016485,0,0,0.016837,0,0.015228,0,0.015036,0,0,0,0.00019916,5.35e-05,0,0.01628,0.015412,3.7635e-05,0,0,0,0,0,0,0,0,0.00019987,0,0,0,3.2009e-05,0.016258,0,0.015734,0.016014,0,0,0,0.016244,0,0.01585,0,0,0,0
6.7254e-05,0.030156,0.030326,0.013195,6.355e-05,0.00025915,0.02995,0.029369,0.030897,0.030465,0.027693,8.0523e-05,0.030427,0.00015443,0.00030707,0.00013735,7.0089e-05,0.028955,6.5943e-05,6.1947e-05,6.7074e-05,0.028202,8.0608e-05,0.028782,8.2188e-05,0.00010162,0.00017127,0.00019679,7.5533e-05,0.030294,0.00016063,0.00014188,8.757e-05,0.024682,0.029939,0.00017393,0.028274,0.029939,0.00021641,0.00018763,0.029073,0.00036571,0.00021498,0.02879,6.0732e-05,0.00015123,0.00023883,0.0001977,0.027949,0.00017811,0,0,0,0.017725,0,0.017026,0,0.02339,0,0,0.00031822,0.016855,2.6876e-05,0,0,0,0,0.017603,0,0,0.016037,0.016836,0,0.016523,0,0,0,0,0,0,0.018961,0,0,0,0,0,0,0.015161,0.017718,0,0.017628,0,0.017152,0.022697,0,0,0,0,0,0,0,0,0,0,0,5.543e-06,0.017727,0,0,0.016765,0,0.015156,0,0.014963,0,0,0,0.00019029,5.0787e-05,0,0.016208,0.015536,3.4921e-05,0,0,0,0,0,0,0,0,0.00019083,0,0,0,3.0366e-05,0.016186,0,0.015638,0.015942,0,0,0,0.016171,0,0.015777,0,0,0,0
0.031792,5.5099e-05,6.909e-05,6.355e-05,0.014866,0.00072671,8.1068e-05,8.1952e-05,7.1998e-05,8.6572e-05,0.00015125,0.031532,6.0603e-05,0.029793,0.00077464,0.030777,0.032121,9.3875e-05,0.031728,0.032311,0.031283,0.00013363,0.031864,5.2191e-05,0.031484,0.029624,0.00062804,0.00066169,0.031618,6.4846e-05,0.00061405,0.00058947,0.032021,0.00042037,5.4533e-05,0.00063155,0.0001234,5.4533e-05,0.00068398,0.00064961,9.2173e-05,0.02327,0.00068255,8.9552e-05,0.032249,0.00060171,0.0007064,0.00066289,0.00014205,0.00063705,0.00014233,0.015064,0.013539,0.00024183,6.0971e-05,8.0193e-05,8.2437e-05,7.3204e-05,0.014194,6.8701e-05,0.015985,9.8227e-05,0.014626,0.014668,3.8572e-05,6.61e-05,4.3994e-05,6.4236e-05,0.00023795,7.7744e-05,0.0003414,0.00010446,0.013376,0.00015559,4.2822e-05,5.6536e-05,0.013234,9.371e-05,0.014803,5.7487e-05,0.00010355,0.00014214,0.015999,6.7264e-05,0.016223,0.016069,7.9453e-05,0.00047907,5.9123e-05,8.4649e-05,8.2665e-05,4.1274e-05,8.6773e-05,0.00012678,0.015782,3.7698e-05,0.016178,0.015137,0.00019722,3.954e-05,0.01393,0.013326,0.00024311,0.01304,0.013373,0.014392,0.00028709,0.00028781,0.00018904,0.00086451,0.013137,0.00047774,0.013393,0.00042805,0.00019856,0.01345,0.013062,0.00065311,0.014787,0.00025863,0.00073336,0.00035856,0.00043497,0.013065,0.00024769,0.00027127,7.0176e-05,6.3922e-05,0.013231,0.0002084,0.014107,0.00065382,0.00015231,6.2635e-05,0.013312,0.00042519,0.00072811,0.013087,0.00030281,0.00067026,0.013658,0.01364,0.013096,0.00072471,0.013959,0.0006308,0.00012496,0.0001085,0.013663,6.8275e-05
0.0007315,0.00022908,0.00027276,0.00025915,0.00072671,0.014992,0.00030026,0.00030224,0.00027963,0.00031256,0.00038698,0.00074868,0.00024676,0.00084508,0.034522,0.00082274,0.00073516,0.00032853,0.0007298,0.00072464,0.00073126,0.00036936,0.00074879,0.00022262,0.00075084,0.0007761,0.030379,0.031552,0.00074221,0.00026242,0.027059,0.030632,0.00075782,0.0006561,0.00022783,0.028544,0.00035913,0.00022783,0.025573,0.030589,0.00032487,0.001069,0.027735,0.00031918,0.00072268,0.025759,0.033406,0.028097,0.00037778,0.029511,0.015088,0.00019548,0.00029151,0.00047756,0.012912,0.0002983,0.016274,0.00028243,0.00022709,0.014409,0.0010215,0.00033396,0.00065942,0.00019511,0.015675,0.015094,0.015231,0.00026088,0.013359,0.013234,0.00057713,0.00034019,0.00033569,0.00039132,0.014245,0.014507,0.00030979,0.013217,0.00019143,0.014318,0.00033928,0.013102,0.00024002,0.012179,0.00021417,0.00019964,0.014633,0.00071479,0.00023875,0.012873,0.00030384,0.014779,0.00031301,0.00036251,0.00025367,0.015891,0.00019808,0.00019029,0.014733,0.01445,0.0004334,0.00032661,0.013373,0.00027343,0.00033522,0.00058916,0.00052282,0.013492,0.013115,0.0011002,0.00029182,0.00071347,0.00033891,0.00066378,0.01317,0.0003492,0.00027764,0.015325,0.00070475,0.013414,0.00096909,0.00059429,0.013942,0.0002782,0.013385,0.013448,0.012511,0.013861,0.00030923,0.013228,0.00049064,0.015566,0.012903,0.012662,0.00032412,0.013909,0.00096384,0.00026957,0.00053854,0.00090599,0.00038626,0.00038313,0.00028397,0.00096044,0.00043837,0.00086653,0.012749,0.01265,0.00038716,0.013889
8.4772e-05,0.029141,0.030249,0.02995,8.1068e-05,0.00030026,0.013651,0.03014,0.029522,0.029884,0.029836,9.8041e-05,0.029407,0.0001829,0.00034819,0.00016056,8.7608e-05,0.030234,8.3461e-05,7.9465e-05,8.4592e-05,0.030421,9.8127e-05,0.029308,9.9707e-05,0.00011914,0.00020159,0.00023524,9.3051e-05,0.030183,0.00018759,0.00016302,0.00010509,0.028793,0.029358,0.0002051,0.029611,0.029358,0.00025753,0.00022316,0.030318,0.00040683,0.00025609,0.030296,7.7944e-05,0.00017526,0.00027995,0.00023643,0.030074,0.0002106,0,0,0,0.015851,0,0.016828,0,0.018826,0,0,0.00035933,0.017152,3.365e-05,0,0,0,0,0.016996,0,0,0.01695,0.0167,0,0.016397,0,0,0,0,0,0,0.016464,0,0,0,0,0,0,0.015389,0.017845,0,0.016618,0,0.016545,0.018206,0,0,0,0,0,0,0,0,0,0,0,6.0712e-06,0.016375,0,0,0.016993,0,0.015384,0,0.015192,0,0,0,0.00022666,6.4007e-05,0,0.016436,0.015735,4.3503e-05,0,0,0,0,0,0,0,0,0.00022737,0,0,0,3.7878e-05,0.016414,0,0.016174,0.01617,0,0,0,0.016399,0,0.016006,0,0,0,0
8.5656e-05,0.029027,0.029817,0.029369,8.1952e-05,0.00030224,0.03014,0.013674,0.028586,0.029824,0.030465,9.8925e-05,0.029171,0.00018488,0.00035016,0.00016254,8.8491e-05,0.030379,8.4345e-05,8.0349e-05,8.5476e-05,0.030519,9.901e-05,0.02944,0.00010059,0.00012003,0.00020357,0.00023722,9.3935e-05,0.029773,0.00018957,0.000165,0.00010597,0.029383,0.029298,0.00020708,0.030434,0.029298,0.00025951,0.00022514,0.030295,0.00040881,0.00025807,0.03018,7.8828e-05,0.00017724,0.00028193,0.00023841,0.030554,0.00021258,0,0,0,0.015713,0,0.016932,0,0.01833,0,0,0.00036131,0.017355,3.4083e-05,0,0,0,0,0.01724,0,0,0.017067,0.017075,0,0.016801,0,0,0,0,0,0,0.016408,0,0,0,0,0,0,0.015401,0.017905,0,0.016579,0,0.016714,0.017892,0,0,0,0,0,0,0,0,0,0,0,6.0979e-06,0.015723,0,0,0.017005,0,0.015395,0,0.015203,0,0,0,0.00022863,6.4891e-05,0,0.016447,0.015536,4.3937e-05,0,0,0,0,0,0,0,0,0.00022935,0,0,0,3.8311e-05,0.016425,0,0.016344,0.016182,0,0,0,0.016411,0,0.016017,0,0,0,0
7.5702e-05,0.03061,0.030391,0.030897,7.1998e-05,0.00027963,0.029522,0.028586,0.013415,0.030619,0.025663,8.8971e-05,0.030981,0.00016288,0.00032755,0.0001458,7.8538e-05,0.027778,7.4391e-05,7.0395e-05,7.5522e-05,0.026398,8.9057e-05,0.027985,9.0637e-05,0.00011007,0.00018096,0.0002146,8.3981e-05,0.03031,0.00016907,0.00015033,9.6018e-05,0.021431,0.030093,0.00018446,0.026677,0.030093,0.00023689,0.00020252,0.028044,0.00038619,0.00023546,0.027521,6.8874e-05,0.00015967,0.00025931,0.0002158,0.026009,0.00018997,0,0,0,0.019575,0,0.017333,0,0.025971,0,0,0.0003387,0.016773,2.9201e-05,0,0,0,0,0.017967,0,0,0.015561,0.016984,0,0.016618,0,0,0,0,0,0,0.020629,0,0,0,0,0,0,0.015869,0.017812,0,0.018427,0,0.017747,0.025334,0,0,0,0,0,0,0,0,0,0,0,5.7962e-06,0.019444,0,0,0.016875,0,0.015266,0,0.015074,0,0,0,0.00020602,5.4937e-05,0,0.016318,0.015776,3.9054e-05,0,0,0,0,0,0,0,0,0.00020673,0,0,0,3.3429e-05,0.016296,0,0.015418,0.016052,0,0,0,0.016281,0,0.015888,0,0,0,0
9.0276e-05,0.030523,0.030437,0.030465,8.6572e-05,0.00031256,0.029884,0.029824,0.030619,0.013794,0.028566,0.00010355,0.030712,0.0001952,0.00036048,0.00017286,9.3112e-05,0.029471,8.8965e-05,8.4969e-05,9.0096e-05,0.028636,0.00010363,0.029254,0.00010521,0.00012622,0.00021389,0.00024754,9.8556e-05,0.030402,0.00019989,0.00017532,0.00011059,0.025443,0.021808,0.0002174,0.029335,0.021808,0.00026983,0.00023546,0.029463,0.00041913,0.00026839,0.029043,8.3449e-05,0.00018756,0.00029225,0.00024873,0.028707,0.0002229,0,0,0,0.018093,0,0.017319,0,0.023109,0,0,0.00037163,0.017208,3.6349e-05,0,0,0,0,0.018941,0,0,0.016233,0.017364,0,0.017048,0,0,0,0,0,0,0.019567,0,0,0,0,0,0,0.015675,0.018011,0,0.018174,0,0.018064,0.022583,0,0,0,0,0,0,0,0,0,0,0,6.3304e-06,0.016949,0,0,0.017065,0,0.015455,0,0.015263,0,0,0,0.00023895,6.9511e-05,0,0.016507,0.015466,4.6202e-05,0,0,0,0,0,0,0,0,0.00023967,0,0,0,4.0577e-05,0.016485,0,0.015885,0.016242,0,0,0,0.016471,0,0.016077,0,0,0,0
